publication_vintage_date,reference_date,characteristic_category_id,method_of_finalisation_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_method_of_finalisation,raw_observation_period,raw_court_level
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,ALL_COURTS,defendant-count,person,2864,observed,2864,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R11C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Transfer to other court levels,2021–22,All Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,CHILDRENS_COURTS,defendant-count,person,60,observed,60,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R41C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Transfer to other court levels,2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,HIGHER_COURTS,defendant-count,person,12,observed,12,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R21C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Transfer to other court levels,2021–22,Higher Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,2785,observed,2785,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R31C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Transfer to other court levels,2021–22,Magistrates' Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2023-06-30,ALL_COURTS,defendant-count,person,4437,observed,4437,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R11C6,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Withdrawn by prosecution,2021–22,All Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2023-06-30,CHILDRENS_COURTS,defendant-count,person,275,observed,275,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R41C6,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Withdrawn by prosecution,2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2023-06-30,HIGHER_COURTS,defendant-count,person,331,observed,331,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R21C6,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Withdrawn by prosecution,2021–22,Higher Courts
2023-06-30,2023-06-30,CHAR_39_TO_UNDER_52_WEEKS,METHOD_WITHDRAWN_BY_PROSECUTION,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,3835,observed,3835,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R31C6,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,39 to under 52 weeks,Withdrawn by prosecution,2021–22,Magistrates' Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_ACQUITTED,2023-06-30,ALL_COURTS,defendant-count,person,3155,observed,3155,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R12C2,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Acquitted,2021–22,All Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_ACQUITTED,2023-06-30,CHILDRENS_COURTS,defendant-count,person,125,observed,125,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R42C2,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Acquitted,2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_ACQUITTED,2023-06-30,HIGHER_COURTS,defendant-count,person,660,observed,660,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R22C2,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Acquitted,2021–22,Higher Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_ACQUITTED,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,2367,observed,2367,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R32C2,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Acquitted,2021–22,Magistrates' Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_GUILTY_OUTCOME,2023-06-30,ALL_COURTS,defendant-count,person,42327,observed,42327,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R12C3,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Guilty outcome,2021–22,All Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_GUILTY_OUTCOME,2023-06-30,CHILDRENS_COURTS,defendant-count,person,1285,observed,1285,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R42C3,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Guilty outcome,2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_GUILTY_OUTCOME,2023-06-30,HIGHER_COURTS,defendant-count,person,3802,observed,3802,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R22C3,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Guilty outcome,2021–22,Higher Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_GUILTY_OUTCOME,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,37237,observed,37237,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R32C3,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Guilty outcome,2021–22,Magistrates' Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL,2023-06-30,ALL_COURTS,defendant-count,person,59479,observed,59479,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R12C7,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Total,2021–22,All Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL,2023-06-30,CHILDRENS_COURTS,defendant-count,person,1956,observed,1956,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R42C7,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Total,2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL,2023-06-30,HIGHER_COURTS,defendant-count,person,5460,observed,5460,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R22C7,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Total,2021–22,Higher Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,52067,observed,52067,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R32C7,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Total,2021–22,Magistrates' Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL_ADJUDICATED,2023-06-30,ALL_COURTS,defendant-count,person,45484,observed,45484,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R12C4,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,"Total
adjudicated",2021–22,All Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL_ADJUDICATED,2023-06-30,CHILDRENS_COURTS,defendant-count,person,1415,observed,1415,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R42C4,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,"Total
adjudicated",2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL_ADJUDICATED,2023-06-30,HIGHER_COURTS,defendant-count,person,4467,observed,4467,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R22C4,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,"Total
adjudicated",2021–22,Higher Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TOTAL_ADJUDICATED,2023-06-30,MAGISTRATES_COURTS,defendant-count,person,39601,observed,39601,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R32C4,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,"Total
adjudicated",2021–22,Magistrates' Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,ALL_COURTS,defendant-count,person,3493,observed,3493,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R12C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Transfer to other court levels,2021–22,All Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,CHILDRENS_COURTS,defendant-count,person,64,observed,64,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R42C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Transfer to other court levels,2021–22,Children's Courts
2023-06-30,2023-06-30,CHAR_52_WEEKS_OVER,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2023-06-30,HIGHER_COURTS,defendant-count,person,44,observed,44,sha256:9a9a18151fc6ccb58fa831a0628f13cd867486873b206ae32e4ab327bd903eba,Table 6,R22C5,sha256:b6e8ddcbaa6f1a3ccc9dfd218d39f76937e10097574d720eb091a26b0b115b7c,criminal-courts-australia,sha256:acb0e534e7ce7d6ec701af09825391365f6a50857eb73b85698565932a7c68dc,tidy.table-family-acceptance/v1,sha256:9309216700cbe9c6cab8de72f246e07ca1eff0fe3e7855838989b894063edad8,sha256:a2462f86272f7ddb409a0fc132891d0a8f7fbc2cdfb188df812851548d066fbb,sha256:a26ee085b46cea1788474fb2dd3cfeef311a1dbfca07fb1595f0ce73bc3d256c,human-authored/deterministic-map-v1,replay:sha256:f83d8090d9c0c8499befd88fc572e50751120472102647ff8951f0a747055bfb,52 weeks & over,Transfer to other court levels,2021–22,Higher Courts
