publication_vintage_date,reference_date,characteristic_category_id,sex_id,method_of_finalisation_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_sex,raw_method_of_finalisation,raw_observation_period,raw_court_level
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,MALE,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,CHILDRENS_COURTS,defendant-count,person,34,observed,34,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R128C6,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Males,Withdrawn by prosecution,2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,PERSONS,METHOD_ACQUITTED,2024-06-30,CHILDRENS_COURTS,defendant-count,person,9,observed,9,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R142C2,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Persons(d),Acquitted,2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,PERSONS,METHOD_GUILTY_OUTCOME,2024-06-30,CHILDRENS_COURTS,defendant-count,person,16,observed,16,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R142C3,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Persons(d),Guilty outcome,2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,PERSONS,METHOD_TOTAL,2024-06-30,CHILDRENS_COURTS,defendant-count,person,80,observed,80,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R142C7,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Persons(d),Total(b),2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,PERSONS,METHOD_TOTAL_ADJUDICATED,2024-06-30,CHILDRENS_COURTS,defendant-count,person,20,observed,20,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R142C4,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Persons(d),Total adjudicated(a),2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,PERSONS,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,CHILDRENS_COURTS,defendant-count,person,7,observed,7,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R142C5,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Persons(d),Transfer to other court levels,2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_25_YEARS_AND_OVER,PERSONS,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,CHILDRENS_COURTS,defendant-count,person,45,observed,45,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R142C6,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,25 years and over,Persons(d),Withdrawn by prosecution,2022–23,Children's Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_ACQUITTED,2024-06-30,ALL_COURTS,defendant-count,person,460,observed,460,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R23C2,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Acquitted,2022–23,All Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_ACQUITTED,2024-06-30,HIGHER_COURTS,defendant-count,person,19,observed,19,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R62C2,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Acquitted,2022–23,Higher Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_ACQUITTED,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,435,observed,435,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R101C2,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Acquitted,2022–23,Magistrates' Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_GUILTY_OUTCOME,2024-06-30,ALL_COURTS,defendant-count,person,16359,observed,16359,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R23C3,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Guilty outcome,2022–23,All Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_GUILTY_OUTCOME,2024-06-30,HIGHER_COURTS,defendant-count,person,254,observed,254,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R62C3,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Guilty outcome,2022–23,Higher Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_GUILTY_OUTCOME,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,16102,observed,16102,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R101C3,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Guilty outcome,2022–23,Magistrates' Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TOTAL,2024-06-30,ALL_COURTS,defendant-count,person,18704,observed,18704,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R23C7,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Total(b),2022–23,All Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TOTAL,2024-06-30,HIGHER_COURTS,defendant-count,person,332,observed,332,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R62C7,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Total(b),2022–23,Higher Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TOTAL,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,18367,observed,18367,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R101C7,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Total(b),2022–23,Magistrates' Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TOTAL_ADJUDICATED,2024-06-30,ALL_COURTS,defendant-count,person,16814,observed,16814,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R23C4,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Total adjudicated(a),2022–23,All Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TOTAL_ADJUDICATED,2024-06-30,HIGHER_COURTS,defendant-count,person,274,observed,274,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R62C4,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Total adjudicated(a),2022–23,Higher Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TOTAL_ADJUDICATED,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,16540,observed,16540,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R101C4,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Total adjudicated(a),2022–23,Magistrates' Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,ALL_COURTS,defendant-count,person,378,observed,378,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R23C5,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Transfer to other court levels,2022–23,All Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,HIGHER_COURTS,defendant-count,person,8,observed,8,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R62C5,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Transfer to other court levels,2022–23,Higher Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_TRANSFER_TO_OTHER_COURT_LEVELS,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,376,observed,376,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R101C5,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Transfer to other court levels,2022–23,Magistrates' Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,ALL_COURTS,defendant-count,person,1500,observed,1500,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R23C6,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Withdrawn by prosecution,2022–23,All Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,HIGHER_COURTS,defendant-count,person,59,observed,59,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R62C6,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Withdrawn by prosecution,2022–23,Higher Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,FEMALE,METHOD_WITHDRAWN_BY_PROSECUTION,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,1441,observed,1441,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R101C6,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Females,Withdrawn by prosecution,2022–23,Magistrates' Courts
2024-06-30,2024-06-30,CHAR_30_34_YEARS,MALE,METHOD_ACQUITTED,2024-06-30,ALL_COURTS,defendant-count,person,1319,observed,1319,sha256:9050c583f3651ea86960db546f49b4cfe7d89cd41755f5ae88930d2a52c2def0,Table 5,R11C2,sha256:c71b1876512bc7495a44bf4e5e20e1a8522eb3bfa0b3cf67c57e9aefc79e0e8e,criminal-courts-australia,sha256:541ce6c5e6de0824c16fbb9f7f46d90c4c21de1966ff039cd078f61f563f5553,tidy.table-family-acceptance/v1,sha256:c04bf855f06e3a9635ea83f5bb2568d33cd2cdb0801ce4f4735e949a67162898,sha256:9184a7ab696d7602de2849bad6197776aa76642cf6bb133eeda63788dc4a4661,sha256:f4c10f29cfbb1657290b2b1826a5d272cde74f5c7b4d5d7a938180e4c2387f55,human-authored/deterministic-map-v1,replay:sha256:1fdfce1d899bffd9c9ef9e2f9079d7465f505a658887e5b2218ebb291bab4778,30–34 years,Males,Acquitted,2022–23,All Courts
